,0
1,0.5226412698412699
17,0.5586158730158732
22,0.5059285714285714
27,0.7624595238095236
41,0.5779428571428572
44,0.5905642857142857
70,0.6678595238095241
75,0.5425714285714288
82,0.6675746031746032
89,0.5102484126984128
95,0.6723880952380952
110,0.5400817460317463
112,0.6997285714285713
123,0.5050658730158731
124,0.6566960317460316
130,0.5620055555555556
135,0.5209
145,0.714034126984127
154,0.5195515873015873
195,0.5474539682539683
211,0.5102103174603174
218,0.690422222222222
224,0.6857714285714288
229,0.5426595238095239
245,0.658881746031746
259,0.6933142857142853
264,0.6007380952380953
267,0.7163023809523811
272,0.6658023809523809
277,0.5910507936507935
319,0.5623103174603176
321,0.500842857142857
330,0.5664746031746031
346,0.7457738095238095
352,0.7310952380952379
357,0.6094103174603175
365,0.7773579365079365
371,0.5289174603174602
373,0.543354761904762
380,0.7178571428571427
383,0.6281261904761903
397,0.556004761904762
460,0.5530857142857143
479,0.5340960317460317
482,0.7873071428571429
497,0.5962952380952382
501,0.5941650793650793
507,0.6110857142857145
508,0.5963023809523813
514,0.6873380952380953
529,0.5234841269841269
532,0.6206380952380952
549,0.619831746031746
556,0.6786841269841271
562,0.7751119047619047
566,0.8551714285714282
579,0.6015476190476191
587,0.6351809523809525
599,0.5195666666666668
601,0.7437380952380951
607,0.6339166666666665
632,0.6481690476190475
