intervention,fpr,tpr
vasopressor,0.029411764705882353,0.5555555555555556
vasopressor,0.029411764705882353,0.5601851851851852
vasopressor,0.029411764705882353,0.5694444444444444
vasopressor,0.029411764705882353,0.5740740740740741
vasopressor,0.030690537084398978,0.5833333333333334
vasopressor,0.03324808184143223,0.5879629629629629
vasopressor,0.04092071611253197,0.5972222222222222
vasopressor,0.04092071611253197,0.6064814814814815
vasopressor,0.04219948849104859,0.6111111111111112
vasopressor,0.04475703324808184,0.6157407407407407
vasopressor,0.04475703324808184,0.6203703703703703
vasopressor,0.04731457800511509,0.6342592592592593
vasopressor,0.04859335038363171,0.6388888888888888
vasopressor,0.049872122762148335,0.6527777777777778
vasopressor,0.052429667519181586,0.6574074074074074
vasopressor,0.05370843989769821,0.6712962962962963
vasopressor,0.054987212276214836,0.6805555555555556
vasopressor,0.058823529411764705,0.6898148148148148
vasopressor,0.058823529411764705,0.6944444444444444
vasopressor,0.06265984654731457,0.7037037037037037
vasopressor,0.06521739130434782,0.7083333333333334
vasopressor,0.07033248081841433,0.7083333333333334
vasopressor,0.07161125319693094,0.7175925925925926
vasopressor,0.0741687979539642,0.7175925925925926
vasopressor,0.07544757033248081,0.7175925925925926
vasopressor,0.07544757033248081,0.7268518518518519
vasopressor,0.07800511508951406,0.7453703703703703
vasopressor,0.07800511508951406,0.7638888888888888
vasopressor,0.08439897698209718,0.7731481481481481
vasopressor,0.08823529411764706,0.7731481481481481
vasopressor,0.09335038363171355,0.7824074074074074
vasopressor,0.09462915601023018,0.7824074074074074
vasopressor,0.09974424552429667,0.7870370370370371
vasopressor,0.10358056265984655,0.7916666666666666
vasopressor,0.10613810741687979,0.7916666666666666
vasopressor,0.11125319693094629,0.8055555555555556
vasopressor,0.11381074168797954,0.8055555555555556
vasopressor,0.11892583120204604,0.8194444444444444
vasopressor,0.12020460358056266,0.8287037037037037
vasopressor,0.1278772378516624,0.8333333333333334
vasopressor,0.13043478260869565,0.8333333333333334
vasopressor,0.13171355498721227,0.8333333333333334
vasopressor,0.13554987212276215,0.8333333333333334
vasopressor,0.1432225063938619,0.8333333333333334
vasopressor,0.14578005115089515,0.8425925925925926
vasopressor,0.149616368286445,0.8472222222222222
vasopressor,0.1547314578005115,0.8472222222222222
vasopressor,0.15728900255754474,0.8518518518518519
vasopressor,0.159846547314578,0.8518518518518519
vasopressor,0.16879795396419436,0.8564814814814815
vasopressor,0.170076726342711,0.8703703703703703
vasopressor,0.17519181585677748,0.8796296296296297
vasopressor,0.17774936061381075,0.8796296296296297
vasopressor,0.1815856777493606,0.8796296296296297
vasopressor,0.18414322250639387,0.8796296296296297
vasopressor,0.18797953964194372,0.8796296296296297
vasopressor,0.19948849104859334,0.8796296296296297
vasopressor,0.20588235294117646,0.8842592592592593
vasopressor,0.21355498721227623,0.8842592592592593
vasopressor,0.21739130434782608,0.8842592592592593
vasopressor,0.22634271099744246,0.8842592592592593
vasopressor,0.23017902813299232,0.8842592592592593
vasopressor,0.23785166240409208,0.8842592592592593
vasopressor,0.24168797953964194,0.8842592592592593
vasopressor,0.24680306905370844,0.8935185185185185
vasopressor,0.24936061381074168,0.8935185185185185
vasopressor,0.2557544757033248,0.8935185185185185
vasopressor,0.26854219948849106,0.9074074074074074
vasopressor,0.2774936061381074,0.9120370370370371
